emp_no,first_name,last_name,title,dept_name,from_date,to_date
415563,Mrinalini,Bierbaum,Engineer,Development,1986-03-12,9999-01-01
416074,Alain,Lieberherr,Engineer,Development,1987-05-11,9999-01-01
416383,Nectarios,Itschner,Engineer,Development,1990-03-02,9999-01-01
416420,Adamantios,Heemskerk,Senior Staff,Sales,1986-08-08,9999-01-01
416492,Kannan,Meriste,Senior Engineer,Development,1992-08-12,9999-01-01
416660,Nathalie,Luke,Assistant Engineer,Development,1987-09-16,9999-01-01
416720,Tokuyasu,Xiaoshan,Engineer,Production,1991-09-19,9999-01-01
416877,Gio,Orsini,Senior Staff,Marketing,1988-12-07,9999-01-01
416892,Shooichi,Vandervoorde,Engineer,Production,1996-08-16,9999-01-01
417435,Bouchung,Zaumen,Senior Staff,Sales,1999-01-29,9999-01-01
418239,Josyula,Motley,Senior Engineer,Production,1996-03-26,9999-01-01
418247,Oscar,Oppitz,Senior Staff,Marketing,2002-07-27,9999-01-01
418298,Arvin,Pusterhofer,Engineer,Production,1995-03-02,9999-01-01
418309,Danel,Petereit,Engineer,Production,1985-02-21,9999-01-01
418380,Kazuhiko,Gornas,Senior Engineer,Production,1993-05-20,9999-01-01
418566,Kazuhide,Snedden,Senior Engineer,Production,1996-06-14,9999-01-01
418606,Michaela,Otillio,Engineer,Production,1994-01-05,9999-01-01
418717,Arunachalam,Magliocco,Senior Staff,Sales,1987-12-23,9999-01-01
418860,Ymte,Dalton,Senior Staff,Marketing,1992-11-22,9999-01-01
419099,Heon,Broomell,Staff,Sales,1998-05-06,9999-01-01
419953,Ung,Orlowski,Senior Staff,Marketing,1991-07-22,9999-01-01
420086,Susuma,Kitsuregawa,Engineer,Development,1985-05-28,9999-01-01
420476,Mariangiola,Bolsens,Senior Staff,Customer Service,1985-06-15,9999-01-01
420557,Mabhin,Eastman,Senior Staff,Sales,1989-08-02,9999-01-01
420694,Frazer,Barbanera,Senior Staff,Research,1986-11-04,9999-01-01
420732,Willard,Morrin,Senior Staff,Marketing,1996-05-27,9999-01-01
420759,Raimond,Solovay,Staff,Sales,1997-10-03,9999-01-01
420765,Shawna,Krider,Senior Staff,Sales,1990-03-09,9999-01-01
420877,Khosrow,Erez,Senior Staff,Finance,1990-02-11,9999-01-01
421022,Shigeaki,Butner,Senior Staff,Sales,1996-07-13,9999-01-01
421033,Garnik,Randt,Senior Staff,Sales,1989-12-23,9999-01-01
421074,Zhaofang,Falster,Senior Staff,Sales,1994-06-29,9999-01-01
421312,Mariangiola,Bashian,Engineer,Development,1999-09-18,9999-01-01
421384,Renny,Bednarek,Senior Staff,Human Resources,1987-06-01,9999-01-01
421755,Shichao,Thiria,Assistant Engineer,Production,1989-01-11,9999-01-01
422146,Kenton,Miara,Engineer,Research,2002-03-13,9999-01-01
422783,Jagoda,Uhrig,Engineer,Production,1995-09-01,9999-01-01
423038,Takushi,Strehl,Senior Staff,Sales,1988-10-04,9999-01-01
423204,Uma,Stranks,Senior Staff,Sales,1991-09-13,9999-01-01
423208,Joydip,Krone,Engineer,Development,1995-02-08,9999-01-01
423214,Tsutomu,Tetzlaff,Senior Staff,Finance,1987-09-24,9999-01-01
423327,Constantijn,Lichtman,Senior Staff,Sales,1994-06-26,9999-01-01
423350,Heping,Monarch,Senior Staff,Sales,1988-04-15,9999-01-01
423633,Mariusz,Tokunaga,Senior Engineer,Development,1985-02-11,9999-01-01
423993,Seshu,Kolvik,Technique Leader,Development,1988-12-09,9999-01-01
424569,Danco,Luff,Engineer,Development,1997-10-30,9999-01-01
424584,Kagan,Dredge,Engineer,Development,1994-02-26,9999-01-01
424685,Changho,Veevers,Senior Staff,Finance,1997-03-03,9999-01-01
424797,Theron,Itschner,Senior Staff,Sales,1985-05-16,9999-01-01
424805,Jacqueline,Zallocco,Senior Staff,Sales,1987-12-17,9999-01-01
424930,Xuejun,Reeker,Senior Staff,Human Resources,1988-11-18,9999-01-01
424984,Vasilis,Waleschkowski,Engineer,Development,1996-05-26,9999-01-01
425437,Moni,Staudhammer,Engineer,Development,1999-03-23,9999-01-01
425535,Alagu,Vieri,Senior Staff,Marketing,1986-08-23,9999-01-01
425540,Paddy,Zumaque,Senior Staff,Finance,1995-11-12,9999-01-01
425757,Yongdong,Jiang,Senior Staff,Production,1995-01-31,9999-01-01
425780,Paris,Range,Senior Staff,Sales,1989-10-25,9999-01-01
425830,Guther,Conia,Engineer,Development,1999-02-13,9999-01-01
425875,Jahangir,Kroft,Senior Staff,Sales,1990-06-11,9999-01-01
426153,Shahaf,Luce,Senior Staff,Sales,1999-04-06,9999-01-01
426168,Kaijung,Mateescu,Senior Staff,Finance,1987-11-18,9999-01-01
426228,Supot,Badache,Engineer,Development,1996-08-17,9999-01-01
426235,Danco,Rajala,Senior Staff,Human Resources,1991-03-29,9999-01-01
426644,Zejun,Broomell,Engineer,Production,1995-01-19,9999-01-01
426706,Karsten,Kawashima,Engineer,Production,1994-03-15,9999-01-01
426795,Huican,Lunn,Senior Staff,Customer Service,1986-07-23,9999-01-01
426818,Gaurav,Fendler,Senior Staff,Customer Service,1992-02-15,9999-01-01
426819,Sandeepan,Kulisch,Engineer,Production,1997-05-16,9999-01-01
426824,Gopalakrishnan,Mawatari,Senior Staff,Customer Service,1997-12-07,9999-01-01
426958,Weijing,Viele,Engineer,Production,1985-10-03,9999-01-01
427313,Utpal,Kemmerer,Senior Staff,Research,1986-12-04,9999-01-01
427320,Mamdouh,Ramamoorthy,Senior Engineer,Development,2000-01-13,9999-01-01
427332,Feiyu,Hemaspaandra,Staff,Customer Service,1995-06-04,9999-01-01
427571,Torsten,Ranta,Engineer,Research,1995-07-03,9999-01-01
427776,Jaques,Navazio,Senior Staff,Finance,1989-04-04,9999-01-01
427805,Haldun,Compeau,Senior Staff,Finance,1997-10-15,9999-01-01
427823,Jaques,Gecsei,Staff,Customer Service,1999-07-13,9999-01-01
427852,Adil,Kieras,Senior Engineer,Production,1992-07-20,9999-01-01
428082,Ronghao,Alpin,Senior Staff,Human Resources,1991-09-11,9999-01-01
428160,Jamaludin,Kalorkoti,Senior Staff,Marketing,1998-09-06,9999-01-01
428195,Hatsukazu,Rosca,Senior Staff,Human Resources,1993-08-02,9999-01-01
428219,Ghassan,Androutsos,Senior Staff,Sales,1987-12-26,9999-01-01
428917,Theron,Billawala,Assistant Engineer,Development,1989-02-17,9999-01-01
429087,Hugh,Senzako,Technique Leader,Quality Management,1992-10-15,9999-01-01
429231,Kazuyasu,Schmiedel,Senior Staff,Sales,1985-09-07,9999-01-01
429238,Mona,Luck,Senior Staff,Sales,1989-05-11,9999-01-01
429249,Alassane,Wolniewicz,Engineer,Research,1993-11-09,9999-01-01
429316,Seshu,Hiraishi,Senior Staff,Finance,1994-08-10,9999-01-01
429381,Limsoon,Roohalamini,Senior Staff,Sales,1986-11-26,9999-01-01
429481,Subhada,Emmerich,Engineer,Development,1996-03-06,9999-01-01
429520,Yongqiao,Francisci,Engineer,Quality Management,1999-12-01,9999-01-01
429532,Bartek,Vendrig,Senior Staff,Customer Service,1992-06-06,9999-01-01
429569,Fumiya,Chappelet,Assistant Engineer,Development,1992-09-03,9999-01-01
429703,Ung,Honglei,Senior Staff,Human Resources,1986-09-02,9999-01-01
429899,Ranan,Marsiglia,Staff,Marketing,1999-08-13,9999-01-01
429954,Renny,Gladwell,Staff,Sales,1999-02-27,9999-01-01
430054,Erzsebet,Setiz,Engineer,Development,1993-06-10,9999-01-01
430558,Xiong,Roisin,Engineer,Quality Management,1988-03-01,9999-01-01
430593,Janalee,Lanzelotte,Senior Staff,Customer Service,1997-12-01,9999-01-01
430631,Kersti,Marsiglia,Engineer,Development,1994-02-19,9999-01-01
430891,Khalil,Gien,Senior Engineer,Production,1991-08-06,9999-01-01
431576,Masamitsu,Back,Senior Staff,Human Resources,1993-04-12,9999-01-01
431657,Visit,Thiran,Engineer,Development,1986-11-14,9999-01-01
431882,Hideo,Varman,Engineer,Development,1997-06-19,9999-01-01
431887,Poorav,Ranst,Senior Engineer,Development,1996-06-01,9999-01-01
432031,Adamantios,Matzat,Senior Staff,Sales,1987-03-01,9999-01-01
432034,Arfst,Uehara,Senior Staff,Marketing,1994-07-10,9999-01-01
432121,Alair,Straney,Senior Staff,Customer Service,1986-11-15,9999-01-01
432257,Kwangjo,Hiltgen,Engineer,Production,1998-12-22,9999-01-01
432261,Arve,Bergere,Engineer,Development,1987-07-28,9999-01-01
432399,Nitsan,Nollmann,Engineer,Customer Service,1993-09-29,9999-01-01
432523,Takahiro,Maquelin,Engineer,Development,1997-07-21,9999-01-01
432665,Flemming,Driscoll,Engineer,Development,1994-05-28,9999-01-01
432787,Toshiko,Ibel,Senior Engineer,Development,1996-11-23,9999-01-01
432956,Qunsheng,Birrer,Senior Staff,Marketing,1986-05-13,9999-01-01
433059,Bojan,Montresor,Staff,Sales,1995-02-04,9999-01-01
433157,Tomofumi,Serna,Staff,Sales,1999-10-23,9999-01-01
433260,Make,Olivero,Assistant Engineer,Quality Management,1991-06-01,9999-01-01
433438,Keiichiro,Miyakawa,Senior Staff,Research,1993-09-12,9999-01-01
434845,Takushi,Skogmar,Senior Staff,Sales,1985-06-07,9999-01-01
434936,Sahrah,Rosis,Engineer,Development,1994-06-24,9999-01-01
435042,Brigham,Borstler,Staff,Sales,1995-10-09,9999-01-01
435060,Moie,Lieblein,Staff,Sales,1996-07-12,9999-01-01
435181,Kazuhide,Fiutem,Senior Staff,Marketing,1992-05-10,9999-01-01
435289,Feixiong,Schurmann,Senior Staff,Marketing,1987-02-15,9999-01-01
435305,Berthier,Pramanik,Senior Staff,Sales,1993-01-23,9999-01-01
435370,Conal,Basart,Senior Staff,Sales,1991-05-17,9999-01-01
435588,Genta,Pepe,Senior Staff,Human Resources,1994-04-12,9999-01-01
435602,Dietrich,Kranzdorf,Senior Staff,Sales,1992-10-04,9999-01-01
435774,Olivera,Bharadwaj,Senior Staff,Sales,1992-04-01,9999-01-01
435791,Hercules,Speer,Engineer,Quality Management,1994-03-07,9999-01-01
436558,Subir,Greibach,Senior Engineer,Development,1992-05-24,9999-01-01
436797,Ohad,Henders,Senior Staff,Finance,1990-11-03,9999-01-01
436827,Wojceich,Limongiello,Senior Staff,Human Resources,1988-03-10,9999-01-01
436915,Feixiong,Haraldson,Staff,Research,1998-10-11,9999-01-01
437276,Dines,DeMori,Senior Staff,Finance,1987-12-07,9999-01-01
437369,Kazuhide,Biran,Senior Staff,Sales,1995-01-25,9999-01-01
437395,Sumant,Thambidurai,Senior Staff,Marketing,1996-08-24,9999-01-01
437724,Erez,Luft,Staff,Human Resources,1994-12-14,9999-01-01
437870,Kerhong,Lorho,Staff,Development,2001-03-17,9999-01-01
438038,Lena,Giaccio,Senior Staff,Marketing,2001-10-03,9999-01-01
438264,Rasikan,Barreiro,Senior Staff,Customer Service,1991-09-27,9999-01-01
438557,Lidong,Swist,Engineer,Development,1999-09-16,9999-01-01
439377,Mari,Plessier,Senior Engineer,Development,1997-07-04,9999-01-01
439905,Kousuke,Levasseur,Senior Staff,Customer Service,1990-03-16,9999-01-01
439924,Gunilla,Kisuki,Senior Staff,Finance,1994-08-14,9999-01-01
440325,Douadi,Sullins,Senior Staff,Sales,1999-09-25,9999-01-01
440435,Sandeepan,Rosti,Senior Engineer,Development,1991-11-26,9999-01-01
440450,Tzvetan,Scharstein,Senior Staff,Human Resources,1994-06-16,9999-01-01
440642,Snehasis,Kalsbeek,Senior Staff,Sales,1988-01-06,9999-01-01
440870,Filipp,Hasham,Senior Staff,Customer Service,1996-10-14,9999-01-01
440937,Fabrizio,Usery,Senior Staff,Research,1992-10-13,9999-01-01
441197,Miquel,Legleitner,Senior Staff,Sales,1985-06-28,9999-01-01
441536,Chinho,Collette,Senior Engineer,Production,1995-10-09,9999-01-01
441954,Leszek,Marchegay,Engineer,Production,1999-06-13,9999-01-01
441965,Claudi,Heijenga,Senior Staff,Research,1988-08-30,9999-01-01
442002,Ravishankar,Baig,Senior Staff,Sales,1992-03-17,9999-01-01
442096,Martijn,DiGiano,Senior Engineer,Production,1990-06-15,9999-01-01
442312,Zengping,Cusworth,Engineer,Production,1991-06-07,9999-01-01
442490,Navid,Luke,Engineer,Production,1994-10-17,9999-01-01
442653,Mona,Hebden,Engineer,Development,1995-10-20,9999-01-01
442700,Siddarth,Masada,Staff,Research,1997-08-11,9999-01-01
442898,Aksel,Gire,Engineer,Production,1999-06-27,9999-01-01
443108,Christfried,Atrawala,Senior Staff,Human Resources,1998-11-29,9999-01-01
443485,Marke,Klerer,Senior Staff,Research,1990-04-14,9999-01-01
443841,Shaw,Kading,Senior Staff,Sales,1992-07-16,9999-01-01
443873,Vatsa,Ramsay,Senior Staff,Sales,2000-06-16,9999-01-01
444070,Heping,Skrikant,Senior Staff,Customer Service,1990-11-27,9999-01-01
444099,Kousuke,Worfolk,Senior Staff,Sales,1988-03-22,9999-01-01
444208,Irena,Cesareni,Senior Staff,Sales,1985-10-30,9999-01-01
444465,Prasadram,Bultermann,Senior Engineer,Production,1998-10-25,9999-01-01
444487,Udi,Rullman,Senior Engineer,Development,1994-04-09,9999-01-01
444643,Berna,Schonegge,Staff,Research,1998-06-28,9999-01-01
445067,Eldridge,Kawashima,Engineer,Quality Management,1990-02-27,9999-01-01
445152,Heping,Peac,Senior Staff,Research,1985-03-20,9999-01-01
445226,Oscar,Baumann,Engineer,Production,1987-01-22,9999-01-01
445570,Van,Nations,Technique Leader,Development,1986-08-11,9999-01-01
445723,Gaurav,Roison,Senior Staff,Production,1991-07-12,9999-01-01
445941,Masako,Dechter,Technique Leader,Production,1985-09-25,9999-01-01
445950,Ebru,Valtorta,Engineer,Quality Management,1992-12-09,9999-01-01
446121,Fay,Cochrane,Staff,Sales,1999-12-13,9999-01-01
446306,Hercules,Kabayashi,Senior Engineer,Production,1991-06-10,9999-01-01
446424,DAIDA,Nooteboom,Engineer,Development,1985-11-24,9999-01-01
446897,Takahiro,Dalton,Technique Leader,Production,1992-09-30,9999-01-01
446959,Aram,Passino,Senior Engineer,Development,1995-01-28,9999-01-01
447018,Dannz,Miara,Engineer,Production,1992-12-04,9999-01-01
447135,Gennady,Rouquie,Senior Staff,Human Resources,1989-08-24,9999-01-01
447232,Aleksander,Schaaf,Senior Staff,Customer Service,2000-01-10,9999-01-01
447376,Kirk,Zongker,Staff,Research,1999-12-10,9999-01-01
447544,Stabislas,Kakkad,Senior Staff,Sales,1989-02-19,9999-01-01
447613,Paris,Restivo,Engineer,Development,1986-11-21,9999-01-01
447877,Make,Heuser,Engineer,Quality Management,1988-07-02,9999-01-01
447931,Martijn,Jeong,Senior Staff,Sales,1990-12-14,9999-01-01
447966,Kamakshi,Hebert,Engineer,Production,1997-01-17,9999-01-01
447982,Shiv,Baezner,Engineer,Production,1990-12-17,9999-01-01
447999,Shiv,Vilarrasa,Engineer,Development,1990-08-01,9999-01-01
448769,Mong,Dichev,Technique Leader,Production,1997-10-11,9999-01-01
448900,Mart,Talmor,Staff,Sales,1999-05-11,9999-01-01
448918,Chiradeep,Arlazarov,Engineer,Production,1989-10-06,9999-01-01
448994,Haldun,Syang,Staff,Finance,1997-02-11,9999-01-01
449189,Jahangir,Bernatsky,Senior Staff,Sales,1995-09-30,9999-01-01
449815,Fumitaka,Quittner,Senior Staff,Research,1988-04-20,9999-01-01
449984,Hinrich,Perin,Engineer,Development,1985-11-20,9999-01-01
450184,Selwyn,Henseler,Senior Engineer,Development,1993-03-09,9999-01-01
450255,Udo,Waymire,Technique Leader,Development,1986-06-14,9999-01-01
450309,Gill,Orlowska,Technique Leader,Quality Management,1986-12-25,9999-01-01
450475,Saeed,Bahl,Senior Staff,Finance,1991-01-29,9999-01-01
450817,DAIDA,Frolund,Engineer,Quality Management,1987-07-17,9999-01-01
450888,Sedat,Rande,Senior Staff,Sales,1995-03-25,9999-01-01
450934,Chanjung,Raoux,Engineer,Production,1992-05-25,9999-01-01
450936,Yuriy,Ponthieu,Senior Staff,Finance,1991-12-11,9999-01-01
451253,Jaihie,Ozeri,Senior Staff,Sales,1991-06-21,9999-01-01
451272,Jacopo,Krohm,Engineer,Development,1991-04-24,9999-01-01
451275,Bedrich,Isard,Senior Staff,Research,1986-06-07,9999-01-01
451333,Radhika,Bonifati,Senior Staff,Human Resources,1995-03-11,9999-01-01
452137,Subir,Miake,Engineer,Customer Service,1999-01-09,9999-01-01
452206,Arra,Esposito,Staff,Sales,1994-11-03,9999-01-01
452325,Taiji,Berstel,Engineer,Development,1996-12-02,9999-01-01
452347,Shigeichiro,Brattka,Senior Staff,Sales,1996-07-13,9999-01-01
452365,Fei,Gadepally,Assistant Engineer,Development,1988-11-13,9999-01-01
452956,Gou,Thombley,Senior Engineer,Customer Service,1990-11-07,9999-01-01
452957,Alair,Nanard,Staff,Sales,1996-02-10,9999-01-01
452982,Lobel,Aloia,Senior Staff,Marketing,1994-12-29,9999-01-01
453070,Aran,Rosenbaum,Senior Staff,Human Resources,1991-04-25,9999-01-01
453154,Gao,Lally,Staff,Customer Service,1996-03-01,9999-01-01
453644,Berni,Takkinen,Senior Staff,Marketing,1992-06-08,9999-01-01
453688,Chinya,Leslie,Engineer,Quality Management,1995-10-28,9999-01-01
453723,Arne,Kohling,Engineer,Production,1985-12-13,9999-01-01
453760,Ewing,Rajala,Senior Staff,Customer Service,1996-06-21,9999-01-01
453790,Fai,Keirsey,Engineer,Development,1994-10-12,9999-01-01
453913,Stein,Perng,Senior Staff,Marketing,1993-04-29,9999-01-01
454338,Mohammed,Georg,Engineer,Quality Management,1998-08-03,9999-01-01
454378,Gina,Ossenbruggen,Technique Leader,Production,1998-01-03,9999-01-01
454736,Nechama,Ermel,Engineer,Development,1995-06-05,9999-01-01
454791,Xiaoqiu,Pietracaprina,Senior Engineer,Production,1994-07-09,9999-01-01
454825,Kamakshi,Schusler,Engineer,Production,1995-05-25,9999-01-01
454994,Mohan,Picht,Engineer,Production,1991-02-24,9999-01-01
455175,Soenke,Zaumen,Senior Staff,Marketing,1992-02-22,9999-01-01
455284,Luisa,Baig,Engineer,Quality Management,1996-07-12,9999-01-01
455726,Qiwen,Kriebel,Senior Staff,Sales,1987-12-13,9999-01-01
455814,Giao,DuCasse,Engineer,Production,1991-07-19,9999-01-01
455914,Peer,Angelopoulos,Engineer,Development,1989-07-23,9999-01-01
456767,Tetsurou,Schreiter,Senior Staff,Sales,1987-07-17,9999-01-01
456982,Shounak,Dratva,Engineer,Development,1989-01-05,9999-01-01
457070,Gay,Plavsic,Senior Staff,Human Resources,1987-08-06,9999-01-01
457146,Jinpo,Heyers,Staff,Research,1999-01-07,9999-01-01
457305,Sorina,Lakshmanan,Staff,Sales,1994-09-03,9999-01-01
457337,Xumin,Beidas,Technique Leader,Quality Management,1995-04-27,9999-01-01
457411,Xudong,Peck,Senior Engineer,Development,1988-04-18,9999-01-01
457489,Berna,Ranst,Engineer,Production,1985-05-14,9999-01-01
457611,Indrajit,Krogh,Engineer,Development,1998-09-18,9999-01-01
457776,Florian,Siepmann,Engineer,Production,1987-12-21,9999-01-01
457813,Foong,Gargeya,Engineer,Production,1992-01-24,9999-01-01
457832,Jackson,Zielinski,Senior Engineer,Development,1997-09-12,9999-01-01
457938,Arch,Picco,Senior Staff,Customer Service,1997-10-22,9999-01-01
458111,Florian,Tramer,Engineer,Production,1999-11-07,9999-01-01
458134,Thanasis,Standera,Senior Staff,Human Resources,1985-03-20,9999-01-01
458191,George,Atchley,Staff,Research,1997-07-02,9999-01-01
458383,Mabhin,Foote,Engineer,Development,1999-04-23,9999-01-01
458726,Shahaf,Kitai,Senior Staff,Customer Service,1986-12-26,9999-01-01
458790,Ramya,Azadmanesh,Engineer,Production,1988-11-19,9999-01-01
459172,Val,Rissanen,Assistant Engineer,Development,1993-11-20,9999-01-01
459356,Pramod,Wendorf,Engineer,Development,1998-12-25,9999-01-01
459429,Mohit,Verhaegen,Senior Staff,Sales,1992-05-27,9999-01-01
459685,Hirochika,Goldhammer,Engineer,Quality Management,1998-03-12,9999-01-01
460131,Adly,Hambrick,Staff,Sales,1997-07-25,9999-01-01
460691,Munehiko,Gihr,Senior Staff,Human Resources,1989-12-06,9999-01-01
460707,Yoshinari,Lanteri,Engineer,Development,1996-12-25,9999-01-01
460920,Remzi,Mitzlaff,Senior Staff,Sales,1986-04-06,9999-01-01
461120,Shietung,Gelosh,Engineer,Research,2001-04-01,9999-01-01
461270,Mrinalini,Mawatari,Staff,Sales,1996-01-03,9999-01-01
461801,Sumali,Cooman,Senior Staff,Customer Service,1993-04-18,9999-01-01
462493,Paloma,Gerlach,Engineer,Quality Management,1988-07-26,9999-01-01
462795,Somnath,Cummings,Senior Staff,Research,1994-07-10,9999-01-01
463023,Itzchak,Penn,Staff,Marketing,1999-01-21,9999-01-01
463099,Jinxi,Schmiedel,Senior Staff,Finance,1990-09-21,9999-01-01
463212,Ramya,Rossi,Senior Engineer,Quality Management,2001-09-02,9999-01-01
463472,Jaber,Sethi,Technique Leader,Customer Service,2000-06-11,9999-01-01
463495,Alenka,Barriga,Senior Staff,Human Resources,1988-05-06,9999-01-01
464284,Huiqun,Henders,Senior Staff,Sales,1993-05-19,9999-01-01
464303,Abdelghani,Nyrup,Senior Staff,Customer Service,1986-08-02,9999-01-01
465062,Stafford,Gist,Engineer,Production,1988-05-07,9999-01-01
465076,Tokuyasu,Ghelli,Engineer,Production,1985-05-05,9999-01-01
465085,Vidar,Gunderson,Senior Staff,Customer Service,1996-03-18,9999-01-01
465409,Shahid,Varman,Senior Staff,Marketing,1985-08-27,9999-01-01
465501,Mrinalini,Gire,Senior Staff,Human Resources,1992-11-09,9999-01-01
465711,Lakshmi,Frijda,Engineer,Development,1990-04-21,9999-01-01
465853,Kwan,Kampfer,Staff,Human Resources,1998-10-16,9999-01-01
465874,Herb,Picht,Assistant Engineer,Production,1985-05-31,9999-01-01
466064,Temple,Danlos,Senior Staff,Sales,1994-06-13,9999-01-01
466367,Hiroyasu,Strandh,Senior Staff,Customer Service,1989-06-05,9999-01-01
466509,Bezalel,Verhoeff,Engineer,Development,1988-03-22,9999-01-01
466603,Yechezkel,Nourani,Senior Staff,Marketing,1991-08-01,9999-01-01
466745,Boalin,Birsak,Senior Staff,Human Resources,1995-10-16,9999-01-01
467176,Przemyslawa,Borovoy,Senior Staff,Human Resources,1993-06-18,9999-01-01
467269,Nahum,Lambe,Technique Leader,Development,1989-08-31,9999-01-01
467392,Mariusz,Rikino,Engineer,Production,1995-04-13,9999-01-01
467441,Margareta,Bondorf,Engineer,Production,1988-11-07,9999-01-01
467591,Kiyotoshi,Hennebert,Staff,Marketing,2001-03-06,9999-01-01
467886,Sivanarayana,Chandrasekhar,Senior Staff,Marketing,1996-01-24,9999-01-01
467918,Tsuneo,Skrikant,Staff,Customer Service,1997-10-21,9999-01-01
468360,Huei,Saoudi,Technique Leader,Development,1994-08-10,9999-01-01
468417,Kamakshi,Huhdanpaa,Engineer,Production,1993-08-26,9999-01-01
468659,Ranga,Lemarechal,Engineer,Development,1989-11-05,9999-01-01
468773,Baziley,Brookner,Engineer,Quality Management,1993-09-22,9999-01-01
469104,Nadjib,Comellas,Engineer,Quality Management,1999-01-22,9999-01-01
469253,Baruch,Basawa,Engineer,Development,1993-09-17,9999-01-01
469269,Weiyi,Codenie,Engineer,Production,1989-05-27,9999-01-01
469366,Aiman,Wilfing,Engineer,Quality Management,1990-12-30,9999-01-01
469399,Hongzhu,Ruemmler,Engineer,Production,2000-06-06,9999-01-01
469527,Halsur,Ibel,Staff,Research,1998-03-05,9999-01-01
469529,Neven,Rikino,Engineer,Quality Management,1988-10-21,9999-01-01
469735,Arif,Stranks,Senior Engineer,Development,1992-11-16,9999-01-01
469867,Hein,Jonsson,Senior Staff,Research,1985-02-12,9999-01-01
470456,Reuven,Oehlmann,Senior Staff,Sales,1986-03-29,9999-01-01
470472,Zhiguo,Staudhammer,Engineer,Development,1985-12-03,9999-01-01
471397,Nigel,Zirintsis,Engineer,Research,1999-07-23,9999-01-01
471532,Feiyu,Decleir,Technique Leader,Development,1998-09-13,9999-01-01
471552,Basem,Lortz,Staff,Finance,1997-10-25,9999-01-01
471911,Arun,Zaccaria,Assistant Engineer,Quality Management,1990-05-31,9999-01-01
471939,Kazuhiko,Marshall,Staff,Production,2001-06-04,9999-01-01
472052,Godehard,Chinal,Assistant Engineer,Development,1995-12-09,9999-01-01
472143,Yahiko,Sommen,Senior Staff,Sales,1996-08-14,9999-01-01
472238,Jungsoon,Gubsky,Senior Engineer,Production,1990-10-09,9999-01-01
472790,Zhenbing,Ibel,Senior Engineer,Development,1985-10-29,9999-01-01
472950,Weidon,Fordan,Senior Engineer,Production,1986-03-27,9999-01-01
473268,Hugo,Sgarro,Senior Staff,Sales,1992-04-24,9999-01-01
473299,Khaled,Penn,Senior Staff,Sales,1992-05-19,9999-01-01
473490,Pantung,Reeker,Senior Staff,Research,1992-05-11,9999-01-01
473940,Avishai,Majewski,Engineer,Production,1998-01-10,9999-01-01
474331,Sugwoo,Eugenio,Senior Staff,Finance,1994-03-02,9999-01-01
474763,Mayuko,Clouatre,Engineer,Development,1997-09-04,9999-01-01
474796,Zongyan,Shackel,Technique Leader,Customer Service,1987-08-17,9999-01-01
475087,Genevieve,Snedden,Senior Engineer,Production,1988-10-21,9999-01-01
475258,Fumiyo,Feinberg,Senior Staff,Production,2000-02-12,9999-01-01
475538,Christophe,Leaver,Staff,Human Resources,1998-10-31,9999-01-01
475938,Shigeaki,Lanteri,Engineer,Development,1989-02-17,9999-01-01
475965,Rimon,Pietracaprina,Engineer,Development,1985-07-10,9999-01-01
476055,Girolamo,Schlumberger,Senior Staff,Research,1993-03-07,9999-01-01
476122,Khun,Spieker,Engineer,Production,1995-05-07,9999-01-01
476327,Reinhold,Binkley,Engineer,Production,1995-05-29,9999-01-01
476361,Doohun,Preusig,Technique Leader,Research,1993-04-28,9999-01-01
477350,Terresa,Vigier,Staff,Sales,1998-07-08,9999-01-01
477578,Marit,Paludetto,Engineer,Development,1990-09-30,9999-01-01
477969,Bluma,Mundy,Engineer,Development,1991-10-18,9999-01-01
478007,Fumino,Narahara,Engineer,Production,1991-09-21,9999-01-01
478170,Doowon,Schoegge,Assistant Engineer,Development,1995-04-13,9999-01-01
478218,Djenana,Erol,Engineer,Research,1999-12-03,9999-01-01
478439,Yuichiro,Bale,Technique Leader,Development,1997-11-04,9999-01-01
478768,Arun,Katzenelson,Engineer,Production,1991-10-28,9999-01-01
478799,Shaw,Borovoy,Senior Staff,Marketing,1991-05-11,9999-01-01
478833,Pradeep,Valiente,Engineer,Production,1992-09-19,9999-01-01
478858,Hidekazu,Perna,Staff,Customer Service,1999-11-08,9999-01-01
479024,Ewing,Kalorkoti,Engineer,Production,1996-12-21,9999-01-01
479407,Randi,Tomescu,Assistant Engineer,Production,1986-11-25,9999-01-01
479601,Kayoko,Bahi,Staff,Research,1997-02-19,9999-01-01
479695,Masamitsu,Murrill,Senior Staff,Marketing,1999-06-23,9999-01-01
480035,Sukumar,Georg,Senior Staff,Development,1990-08-26,9999-01-01
480066,Suebskul,Menhardt,Engineer,Quality Management,1994-07-26,9999-01-01
480178,Uinam,Rahier,Senior Staff,Research,1991-02-10,9999-01-01
480268,Gaurav,Cheshire,Technique Leader,Development,1989-03-30,9999-01-01
480407,Deniz,Bennis,Engineer,Development,1989-06-24,9999-01-01
481050,Weiru,Burnard,Senior Staff,Human Resources,1990-10-15,9999-01-01
481213,Shigehiro,Haldar,Senior Staff,Sales,1991-12-14,9999-01-01
481397,Luisa,Chelton,Assistant Engineer,Production,1998-08-13,9999-01-01
481764,Teiji,Marrakchi,Senior Engineer,Production,1986-08-26,9999-01-01
481790,Haldun,Erie,Senior Engineer,Research,1999-01-01,9999-01-01
